start,end,text
2323.28,2330.5600000000004,सुख है और शरीर के राग के त्याग का क्या
2326.64,2333.359,सुख है। इसलिए इस शरीर पर बड़ा महत्व है।
2330.56,2337.119,क्यों? क्योंकि इसने आत्मंद की प्राप्ति
2333.359,2338.96,का हमें मार्ग बताया। शरीर भी हमारा 24
2337.119,2341.599,गुरुओं में एक शरीर भी गुरु बनाया।
2338.96,2345.359,दत्तात्राते जी ने।
2341.599,2348.96,संसार भगवत स्वरूप है।
2345.359,2352.64,यह हम जब अपने सुख का त्याग करके और इनके
2348.96,2356.7200000000003,सुख की भावना करके भगवत चिंतन किया तो जो
2352.64,2360.4,शुद्ध ज्ञान प्रकट हुआ बहु नाम जन्मना
2356.72,2366.3199999999997,ज्ञानवान माम प्रपद्यते वासुदेवा सर्व
2360.4,2368.56,समात्मा सुदुर्लभा तो संसार प्रथम धरा में
2366.32,2373.52,मिथ्या है
2368.56,2378.56,ब्रह्म सत्यम जगन मिथ्या लेकिन अंतिम धरा
2373.52,2383.92,में सर्वम खलमिदम ब्रह्म
2378.56,2388.0789999999997,बहुत बड़ा महत्व है। वासुदेवा शोम
2383.92,2390.96,यह शरीर से तो हमें पता चला अगर इस शरीर
2388.079,2394.4,में ना होते तो ना यह ज्ञान होता ना ये
2390.96,2396.56,भक्ति होती। इस शरीर का प्रथम में राग
2394.4,2400.2400000000002,त्याग है।
2396.56,2403.359,फिर बाद में तो जैसे गाड़ी का महत्व है
2400.24,2405.359,लक्ष्य तक पहुंचा देना और लक्ष्य तक पहुंच
2403.359,2409.7599999999998,गए तो गाड़ी में आग लग गई तो भी कोई
2405.359,2413.359,परेशानी नहीं। क्योंकि हम अपने घर आ गए।
2409.76,2416.4,लक्ष्य तक अगर हमारा चित्त वृत्ति मन
2413.359,2420.4,अंतःकरण चतुष्टय जो है वो परमात्माकार
2416.4,2423.359,नहीं हुआ। भयानक रोग आ जाए तो फिर आधे
2420.4,2426.0,गाड़ी में आग लग जाने पर जो दशा होती है
2423.359,2431.119,वही दशा उस साधक की होती है और जिसकी
2426.0,2435.839,भगवदाकार वृत्ति हो गई है तो मतलब स्मृति
2431.119,2438.56,भी नहीं आती कि रोग है लेकिन यह
2435.839,2442.0,स्थिति प्राप्त महापुरुष के लिए साधारण
2438.56,2445.44,पुरुष तो विचलित हो जाएगा साधारण पुरुष को
2442.0,2449.2,भगवन नाम का स्मरण करने का इतना अभ्यास कर
2445.44,2452.32,"लेना चाहिए कि सुख और दुख में, निंदा और"
2449.2,2454.72,"स्तुति में, मान और अपमान में, हर्ष और"
2452.32,2458.1600000000003,"शोक में, लाभ और हानि में, जय और पराजय"
2454.72,2461.2,में भगवान का विस्मरण ना हो। ऐसा अभ्यास
2458.16,2464.48,कर ले। फिर यह बात
2461.2,2467.9199999999996,"कि अब चाहे रोग आवे, चाहे शोक आवे। पर"
2464.48,2471.44,देखो जरा सा शरीर में पीड़ा होगी तो मन
2467.92,2475.44,बुद्धि का खिंचाव हो जाता है। मन बुद्धि
2471.44,2477.839,का शरीर दुख सुख में खिंचाव होना यह बहुत
2475.44,2482.4,भारी त्रुटि है आध्यात्मिक मार्ग के
2477.839,2486.319,प्रथिक की सुख में या दुख में दोनों हमारे
2482.4,2490.7200000000003,बांधने का शुभ या अशुभ दोनों बांध सुख या
2486.319,2493.839,दुख दोनों बांधने वाले हैं। तो प्रथम धरा
2490.72,2498.16,में बहुत उत्तम बात है।
2493.839,2501.92,कि संसार की सेवा
2498.16,2506.64,और शरीर के राग का त्याग
2501.92,2510.079,और स्वरूप में प्रीति या भगवान में प्रीति
2506.64,2512.7999999999997,शरीर का कोई महत्व नहीं है।
2510.079,2515.76,यही हमको शरीर के राग की स्थिति प्रदान
2512.8,2519.28,करता है। पर शरीर का महत्व है। यह भी
2515.76,2522.48,ब्रह्म स्वरूप है। इसके बाद की बात है।
2519.28,2526.7200000000003,जैसे हम भक्ति में हैं तो भगवान की सेवा
2522.48,2529.92,में आने वाले एक लोटे को भी
2526.72,2532.72,पूज्य भाव से देखते हैं ना मार्जन करके
2529.92,2535.6800000000003,अच्छी जगह रखेंगे भगवान की सेवा का लोटा
2532.72,2538.64,है तो यह
2535.68,2541.9199999999996,जिससे हम मार्जन कर रहे हैं लोटे का वह भी
2538.64,2545.52,तो सेवा का पात्र है तो फिर वह प्यारा
2541.92,2548.4,भगवान के संबंध से हो जाता है पहले प्यारा
2545.52,2551.2,देहाभिमान से भोग भोगने के लिए होता है
2548.4,2556.48,अभी भगवान भगवान की सेवा का पात्र हो गया।
2551.2,2561.2799999999997,तनु वांग मनोभिर अमलह सोहम तव वासिता
2556.48,2564.88,भक्ति शरीर से मन से वाणी से कामना रहित
2561.28,2568.8,होकर कामना ही मल है। मैं आपका सेवक हूं।
2564.88,2572.48,अब सब कुछ भगवान का हो गया। अब कुछ त्याग
2568.8,2576.2400000000002,नहीं बचा। त्याग और त्याग की स्मृति का भी
2572.48,2579.599,त्याग। सब कुछ भगवान का है। यह शरीर भी
2576.24,2582.9599999999996,भगवान का है। यह वस्त्र भी भगवान का है।
2579.599,2586.6400000000003,यह वाणी भी भगवान की। यह मन भी भगवान का
2582.96,2589.76,और मैं भी भगवान का अस्तित्व खत्म। ज्ञान
2586.64,2593.839,में शरीर मायाकृत
2589.76,2596.0,मैं चिदानंद मायाकृत का त्याग चिदानंद में
2593.839,2598.0789999999997,स्थिति फिर सर्वम खलमिदम ब्रह्म। फिर ये
2596.0,2601.92,भी ब्रह्म।
2598.079,2604.4,"बाद में यह बचता नहीं है। हां, यह भी"
2601.92,2609.52,ब्रह्म स्वरूप तो पहले भी ब्रह्म स्वरूप
2604.4,2612.8,था। जैसे पलटाओ इसको पंचभूत
2609.52,2615.839,जब अपने स्वरूप में आए वो जब अपने स्वरूप
2612.8,2618.2400000000002,में आए तो त्रिगुणात्मक का अहंकार अहंकार
2615.839,2620.4,जब अपने स्वरूप में आए तो महातत्व महात्व
2618.24,2622.24,जब अपने स्वरूप में आए प्रकृति। प्रकृति
2620.4,2624.0,जब अपने स्वरूप में आई तो मूल प्रकृति।
2622.24,2625.4399999999996,मूल प्रकृति जब अपने स्वरूप में आई तो
2624.0,2629.2,ब्रह्म।
2625.44,2631.76,तो पंच भूत क्या हुए उधर से जब आया तो
2629.2,2635.4399999999996,ब्रह्म मूल प्रकृति त्रिगुणात्मिका
2631.76,2637.6800000000003,प्रकृति महातत्व अहंकार त्रिगुण अहंकार
2635.44,2641.76,उसी में पंचभूत
2637.68,2644.64,सर्वम खलमिदम भ्रम पर पहले व्यतिरेक
2641.76,2647.76,पद्धति अति आवश्यक व्यतिरेक माने त्याग
2644.64,2650.0,नहीं ये नहीं क्योंकि हम पहले ही लगे हुए
2647.76,2654.3190000000004,हैं उसमें और उसे मान लिया तो और उसमें
2650.0,2657.119,रति हो जाएगी पहले विरति फिर रति
2654.319,2660.48,बहुत सुंदर विवेक काम कर रहा है आपका।
2657.119,2663.359,भगवान का आश्रय लेकर बढ़ो और जीवन मुक्त
2660.48,2667.76,अवस्था तक विश्राम मत मानना। मनोरंजन मत
2663.359,2671.7599999999998,करना। जब तक ये वास्तविक अनुभव ना हो जाए
2667.76,2675.5200000000004,कि मैं शरीर नहीं हूं। यह अनुभव हो जाए।
2671.76,2678.2400000000002,तो अब जैसे अभी कोई थप्पड़ मारे तो लगेगा
2675.52,2681.52,कि थप्पड़ मारा गया। पर उसकी व्यथा नहीं
2678.24,2684.72,होगी। उसकी व्यथा नहीं उसका क्यों मारा
2681.52,2686.96,इसने? यह दे अभिमान प्रश्न करता है ज्ञानी
2684.72,2689.2,ने
2686.96,2691.359,इसका प्रारब्ध था उसके अंदर प्रेरित हुआ
2689.2,2694.72,मार दिया अपने हाथ से लग जाए तो क्या
2691.359,2697.68,करेंगे हम अपनी जबान दांत से कट जाए तो हम
2694.72,2701.04,क्या करेंगे ऐसे दूसरे के द्वारा दी हुई
2697.68,2704.48,पीड़ा दूसरे शरीरों के द्वारा जब आत्मवत
2701.04,2708.4,तब समझ ले हमारा ज्ञान सिद्ध हो रहा है पर
2704.48,2710.72,भगवान का आश्रय लेकर खूब नाम जप करते हुए
2708.4,2712.2400000000002,और फिर नाम जप जरूर करना चाहिए नाम जप
2710.72,2714.72,करते हैं हां बहुत
2712.24,2717.7599999999998,एक प्रश्न और महाराज जी
2714.72,2721.4399999999996,महाराज जी अगर सदगुरुदेव भगवान साकार रूप
2717.76,2722.88,में ना हो अपने सामने तो अहंकार कैसे कम
2721.44,2725.839,हो सकता है?
2722.88,2729.359,उनके द्वारा जो दिए हुए वचन होते हैं ना
2725.839,2733.839,मंत्र होता है नाम होता है ना वो शाश्वत
2729.359,2736.24,होता है। वो नित्य होता है। तो गुरुदेव का
2733.839,2738.96,मूर्तिमान रूप तो अंतर्ध्य हो सकता है। पर
2736.24,2741.5989999999997,अमूर्त रूप आपके साथ रहेगा।
2738.96,2744.56,वही अमूर्त रूप ही अहंकार का नाश करता
2741.599,2748.0,रहता है। गुरुदेव के दो रूप है। एक मूर्त
2744.56,2750.64,और एक अमूर्त। जैसे आपका भी है। मूर्त में
2748.0,2753.599,आपके इसका नाम लिया जाएगा और अमूर्त में
2750.64,2756.0789999999997,आत्म तत्व रूप से है। तो आत्मा एक ही है
2753.599,2759.28,सबके तो वो गुरुदेव आत्म तत्व रूप से आप
2756.079,2763.04,में भी विराजमान है ना। तो जो विकार होगा
2759.28,2765.28,तो वो ज्ञान रूप दंड के द्वारा उस विकार
2763.04,2768.48,को नष्ट कर देंगे। वो आपके अंदर ज्ञान दे
2765.28,2771.3590000000004,देंगे। ऐसा कि जब सच्चा ज्ञान हो जाता है
2768.48,2775.2,तो गुरु शिष्य अभेद हो जाते हैं। फिर दो
2771.359,2777.7599999999998,नहीं रह जाते हैं। एक ही है। नहीं ऐसे
2775.2,2781.1189999999997,भक्त अभेद हो जाता है। ब्रह्म नहीं माया
2777.76,2782.96,नहीं जीव नहीं काल अपनी सुधि ना रही एक
2781.119,2787.76,रहे। उन्होंने हमें बहुत अच्छा लगा आपसे
2782.96,2790.88,संभाषण करके क्योंकि जो संसार
2787.76,2793.92,में भगवान का आश्रय लेकर चाहे वो ज्ञान
2790.88,2798.079,मार्ग हो चाहे अष्टांग योग हो चाहे मतलब
2793.92,2801.6800000000003,कर्म योग हो या भक्ति योग हो बहुत सौभाग्य
2798.079,2804.319,बहुत सौभाग्य नहीं ये माया समय देती है
2801.68,2807.68,आध्यात्म के लिए समय देती है वो अपने
2804.319,2810.72,प्रपंच में लगाए रहती है और बहुत कृपा है
2807.68,2814.64,आपकी कि आपकी बुद्धि पवित्र है ठीक निर्णय
2810.72,2818.0789999999997,"कर रही है। जी हां, कभी-कभी ऐसा होता है"
2814.64,2820.48,"कि दंभ का रोग लग जाता है, पाखंड का रोग"
2818.079,2823.04,लग जाता है। तो जब रोग युक्त आदमी बात
2820.48,2827.92,करता है ना तो अलग लगता है। बहुत अभी
2823.04,2831.119,सेफ्टी है कि ये दम पाखंड का वायरस नहीं
2827.92,2834.64,लगा। बहुत खतरनाक वायरस है। मिटियामेट कर
2831.119,2839.04,देता है। तो अपने को छुपा के और अपने को
2834.64,2843.1189999999997,बचा के यह सिर्फ आपके लिए है। मतलब यह जो
2839.04,2846.319,ज्ञान है ये सिर्फ अपने लिए है। कोई दूसरा
2843.119,2849.2000000000003,लाभ ले जाए जैसे अपनी चर्चा कर रहे हैं।
2846.319,2853.2799999999997,तो हम यह विचार करते हैं कि हमको भगवान
2849.2,2856.0,सौभाग्य दिए हैं। आकर के अज्ञानी बनकर
2853.28,2858.6400000000003,प्रश्न करते हैं और हमें बोलने का सौभाग्य
2856.0,2862.88,देते हैं। यह हमारी भगवान की सेवा बनती
2858.64,2865.2,है। हमारे भगवान आकर जिज्ञासा करके प्रश्न
2862.88,2867.92,करते हैं। उसका उत्तर निकलता है तो ये
2865.2,2872.16,हमारी सेवा बन जाती है। ये हमें ज्ञान हम
2867.92,2875.599,ज्ञानी थोड़ी है। सेवक हैं। चराचर जगत के
2872.16,2878.0789999999997,हम नौकर हैं। हम सेवक हैं। जब वो आकर के
2875.599,2881.119,मालिक प्रश्न करते हैं तो इधर से मालिक
2878.079,2884.079,उत्तर दिला देते हैं। हम प्रश्न्ता और
2881.119,2888.0,उत्तरकर्ता का दोनों का स्वाद लेते हैं।
2884.079,2891.52,बस अपने भाव में अगर कहीं अहंकार आ जाए तो
2888.0,2894.319,फिर वह ज्ञान फिर पाखंड या दंभ के रोग से
2891.52,2897.839,दूषित हो जाता है। इसलिए बहुत बचा के बहुत
2894.319,2900.8,सेफ्टी से ना तर्क ना विवाद और बिना
2897.839,2903.2799999999997,प्रश्न किए कभी किसी से बात ना करें। अगर
2900.8,2905.44,लग रहा है कि इसको समझाना चाहिए तो वही
2903.28,2908.1600000000003,भाव करो कि वो बैठा तो है जगतगुरु अंदर
2905.44,2911.68,भगवान वो आत्म स्वरूप से समझा देगा। अपने
2908.16,2914.319,चुप रहो। जब आपसे कोई पूछे तो दैन्य होकर
2911.68,2917.1189999999997,के जो हमने संतों से सुना है वह ऐसा सुना
2914.319,2920.48,है। अपना अनुभव फिर भी ना जो संतों से
2917.119,2922.96,सुना है वो ऐसा बहुत जल्दी निकल जाओगे
2920.48,2925.04,क्योंकि जब तीक्षण विवेक होता पवित्र
2922.96,2928.16,विचार होते हैं तो अध्यात्म खुलता चला
2925.04,2930.4,जाता है। ये अंदर ही का है। बाहर की पोथी
2928.16,2933.5989999999997,अंदर ले जाती है। अंदर की पोथी जीवन मुक्त
2930.4,2936.7200000000003,कर देती है। अंदर की एक अलग ग्रंथ है। जो
2933.599,2939.3590000000004,अलग ग्रंथ है वह अंदर अनुभव गम में भजे
2936.72,2943.2799999999997,जैसे वह अनुभव से आता है और उसी से जड़
2939.359,2946.4,चेतन का जो हमारे अंदर ग्रंथि नहीं पड़ी
2943.28,2950.8,थी और पढ़ने का भ्रम था वह भ्रम नष्ट हो
2946.4,2953.599,जाता है। कृपा सब भ्रम मिट जाई गिरजा सोई
2950.8,2953.599,कृपाल रघुरा
